"CCN","teaching_status","urban_rural","ownership_type_simple","bed_size_simple","cost_of_care_per_inpatient_day","charity_care_burden","bad_debt_burden","salary_cost_per_inpatient_day","malpractice_premiums_per_inpatient_day","med_records_library_per_inpatient_day","mean_drg_weighting","alos","occupancy_rate","private_room_percentage","semi_private_room_percentage","RN_percent","LPN_percent","naor_percent","ma_percent","nursing_hours_per_inpatient_day","special_care_day_rate","overall_hospital_rating_star_rating","nurse_communication_star_rating","doctor_communication_star_rating","staff_responsiveness_star_rating","communication_about_medicines_star_rating","discharge_information_star_rating","care_transition_star_rating","cleanliness_star_rating","quietness_star_rating","recommend_hospital_star_rating","SDI_score","at_least_high_school","under_100_FPL","renting","crowded","no_computer_internet_access","not_proficient_english_adult","unemployment","non_employment","single_parent_family","no_vehicle_households","long_commute","veteran","medicaid_caseload","disproportionate_percentage","cms_caseload","percent_of_service_area_under_public","percent_of_service_area_under_private","clabsi_rate","cauti_rate","ssi_colon_rate","ssi_hyster_rate","mrsa_rate","cdi_rate","PSI_03","PSI_04","PSI_06","PSI_08","PSI_09","PSI_10","PSI_11","PSI_12","PSI_13","PSI_14","PSI_15","PSI_90","hospital_wide_readmission_rate","heart_failure_readmission_rate","acute_myocardial_infarction_readmission_rate","copd_readmission_rate","hip_knee_replacement_readmission_rate","pneumonia_readmission_rate"
60075,"Non Teaching","Rural","Nonprofit","Small",4825.13299651806,2.756687181,4.431976665,6327.783219,63.89807513,122.2391673,2.38117527173913,5.06116102280581,78.0100534588686,0,80.2597933926562,78.9019197689482,6.46196563953365,0.0339782114718937,14.6021363800463,25.7193964634396,12.80420588,4,3,4,3,4,5,4,3,4,4,37.7647465437788,90.7950765,8.063943831,23.99454102,25.68807075,6.994484806,7.13730189,3.57419848,28.20004281,4.136755885,3.555143853,11.10132252,6.206002313,27.7816171389081,0.2771,58.3275742916379,30.05241961,63.40280535,0,0,37.03703704,0,0,0.399082111,0.73,NA,0.26,0.09,2.53,1.42,8.13,4.34,6.15,2.41,0.96,1.08,13.9,20.1,14.2,18.5,4.5,15.5
60076,"Non Teaching","Rural","Nonprofit","Small",4145.66068965517,1.903277159,4.174694604,5265.243769,69.11021138,46.50962246,1.83197226890756,3.95742358078603,33.1835616438356,0,75.5284015852048,78.1380777963246,3.14855981076997,14.9145221388056,3.79884025409985,34.8708965517241,9.864339047,3,3,3,4,4,4,3,4,3,3,57.0576339737108,90.93886686,11.92081528,24.32000958,28.02296594,7.401465796,1.99134503,3.193373524,38.96242579,3.793908056,4.742031582,5.856099714,11.27743146,24.7816593886463,0.3463,54.9126637554585,43.54293125,60.99877804,5.747126437,0,0,0,0,0.486618005,0.48,NA,0.24,0.09,2.82,1.56,7.98,3.46,5.15,NA,1.46,0.95,14.7,19.7,NA,18.9,NA,16.6
60100,"Teaching","Urban","Proprietary","Medium",2117.05898326928,4.070987053,8.57764569,1385.710354,30.43790894,11.49184731,2.06475923248053,5.23403999036377,55.9541399663398,0,95.7565487537951,80.926958203764,3.00185607410317,15.7855189751857,0.285666746947127,15.1453179297172,17.43308294,3,2,3,2,2,3,3,4,3,3,48.3472855914832,89.36580305,9.507703842,27.22012779,30.06176433,6.524621706,6.17835126,5.263663862,32.55614236,5.796160785,5.993590961,8.111487756,7.382060183,16.538183570224,0.4033,33.7569260419176,35.24646491,64.97528549,1.504455503,0.519818064,8.547008547,0,0.022563686,0.127226463,0.31,141.94,0.2,0.1,2.25,1.55,18.07,3.12,4.95,1.85,1.1,1.14,13.8,18.7,13.8,18.8,4.3,16.6
60103,"Non Teaching","Urban","Nonprofit","Small",2952.98020915327,2.923780175,0.924493785,2529.184476,4.272388531,9.448549535,3.17137411764706,4.25197226870667,25.1565318900562,0,90.1392111368909,82.6432916655972,4.19741966496247,7.82850969200722,5.33077897743315,24.0947374339368,6.286051114,4,3,3,3,3,3,3,3,4,4,21.5943979628956,95.91739604,6.13736859,23.83721866,25.08561478,3.845718899,1.649304109,3.796091434,30.09899489,4.464065257,3.542640207,5.904971681,5.813401316,28.4723882381066,0.3467,40.1864690413579,23.23276303,81.61114436,0,0.587544066,0,0,0,0.159413359,1.41,NA,0.24,0.09,2.28,1.5,8.2,4.11,4.62,1.94,0.99,1.18,14.2,19.7,NA,NA,NA,16.4
60104,"Teaching","Urban","Nonprofit","Small",3389.93212473704,4.996262336,8.22707016,2637.202493,3.70493868326479e-05,55.23283687,1.63569220389805,4.23421535237097,59.9953563965637,0,83.7383900928793,59.7588033573735,2.57957321375831,16.2709526670867,21.3906707617816,21.2635503031803,15.36623319,4,3,3,3,3,3,3,4,4,4,38.8833501174891,88.69073368,7.588030727,22.11246539,24.55881785,6.221219458,4.535350543,4.340398137,30.79554832,5.529041851,3.682397344,8.683189262,7.047609342,25.3602305475504,0.369,42.9656798532879,30.21876339,70.48613253,1.678108314,0.334896182,61.72839506,8.474576271,0.095380409,0.454058963,0.26,NA,0.23,0.09,2.62,1.55,7.87,4.48,5.56,2.39,1.27,0.94,14.3,18.4,13.7,20.8,4.2,16.4
60112,"Teaching","Urban","Proprietary","Medium",2595.9250094685,1.4137599,3.599592171,1517.890248,37.29728016,26.27424238,2.38866460118655,4.45779139569785,56.3823617638236,0,89.8258494715188,85.8798977169787,4.03726351965639,10.0828387633649,0,17.1264290423488,12.26145946,3,2,3,2,3,3,3,4,4,4,14.1952972892017,96.65536774,4.613642814,19.7190189,20.93784782,3.088101911,1.560609063,3.677093926,31.26603682,3.852357926,2.827644011,7.310008288,7.689814112,9.76738369184592,0.1531,25.2688844422211,24.30005373,81.20850932,0.392105607,1.612643122,32.5732899,15.5210643,0.014809549,0.149765368,0.32,147.38,0.24,0.08,2.44,1.73,13.29,2.56,5.87,2.18,1.41,1.05,14.3,19.5,13.9,19.2,4.6,17
60113,"Non Teaching","Urban","Nonprofit","Medium",2936.75905397002,2.522714188,7.968875515,1810.419428,4.092731688,9.914345225,2.02528096468562,5.11146427005699,49.4132079329381,0,88.2489241972857,73.1372060019168,0.777359393679803,21.3223049919423,4.76312961246101,19.1732101121427,12.72316402,4,3,2,3,3,3,3,3,2,4,15.2307651378099,96.9873187,4.937115549,19.02884555,19.90326197,3.426404797,1.120080912,3.584123641,32.86786225,3.948883005,3.532666638,6.369525491,7.087984145,12.0780359491451,0.1922,35.0394563787812,26.69390103,80.29925388,0.895856663,0.421407501,8.849557522,0,0.023304048,0.497929661,0.68,145.49,0.21,0.09,2.31,1.87,5.46,3.81,5.54,2.25,1.44,0.96,15.3,20.1,14,20.3,4.2,17.4
60114,"Non Teaching","Urban","Nonprofit","Medium",3275.05093971449,2.922932142,6.577675329,1913.301135,10.00936486,6.651161485,2.12454557377049,4.591841546805,52.2475900558092,0,94.6106040007768,73.3075306810726,0.845564488333916,23.7697572831645,2.07714754742897,20.1135359967136,12.52794956,3,3,3,2,3,4,3,3,4,4,9.30253868108758,95.56375704,4.123403702,16.19577432,17.44221237,2.539674544,2.065153264,3.503645541,29.96425783,3.735619119,1.995701152,9.239297902,8.806545069,13.5817024286725,0.2089,34.9210091959444,24.05148408,81.20128806,0.316155549,0,7.462686567,5.319148936,0.026662401,0.440321728,1.01,160.07,0.29,0.09,3.27,1.49,13.08,3.4,5.71,3.25,0.85,1.26,14,19.1,12.8,18.5,4.1,15.5
60116,"Non Teaching","Urban","Nonprofit","Medium",2976.00084867717,1.100755537,4.428669943,1881.630044,25.42514326,68.76729634,1.87868747252747,5.1527711759673,64.4883599071787,0,88.1114335461404,75.039593477209,5.31748880044709,19.0804850134002,0.562432708943751,20.6659163868492,11.79860447,4,4,4,4,4,4,4,4,4,4,30.8265187135603,92.27580553,7.15690683,22.40484669,24.13467596,5.418593183,2.910161168,4.143280349,31.08010634,4.88889226,3.662268674,7.532121743,6.665145077,8.84114459549387,0.1698,18.3477516874228,27.95591486,74.9718316,1.873438801,0.775193798,19.04761905,0,0.038274582,0.269469146,0.28,NA,0.26,0.09,2.53,1.49,8.57,3.9,5.22,2.33,1.86,0.94,13.9,19.9,13.6,19.7,NA,16.4
60118,"Non Teaching","Rural","Nonprofit","Small",7667.91845402421,7.27702433,4.074988244,6049.515169,0.000291715,110.471266,1.469684,3.50894187779434,29.9758259468171,0,70.241935483871,79.1843146054809,9.45275027348461,1.98648004263555,9.37645507839892,37.8541091526863,3.704784131,5,5,4,5,4,5,4,5,5,5,28.3071672354949,94.54068566,7.355368178,23.49664102,26.59998263,6.599218225,1.890308278,4.003096373,27.70380411,2.115261316,2.254149488,4.307213856,6.048345347,26.7511177347243,0.3297,39.4932935916543,25.01691102,69.30895882,0,0,0,0,0,0,0.54,NA,0.25,0.09,2.5,NA,NA,3.52,NA,NA,NA,1.05,14.4,NA,NA,NA,NA,NA
60119,"Teaching","Urban","Nonprofit","Medium",2839.06198166739,1.40708556,8.615337584,2037.315258,4.204878903,0.054889962,2.68733584990958,5.80544345377757,66.820395738204,0,88.4968451743696,75.7014944508506,8.23882519664128,16.0373967571264,0.0222835953818012,21.1840373765297,20.34688687,4,4,4,3,3,5,4,4,3,5,29.7362159501149,93.94299865,9.310648804,22.3598579,23.6243632,6.664461259,1.975996774,4.200011112,35.93050887,4.396019127,3.962280447,8.080529529,7.97364139,11.0652275926795,0.183,45.6217738151103,32.76692275,72.63295996,0.210069323,0.735216889,15.07537688,0,0,0.414798428,0.52,152.5,0.24,0.09,1.43,1.89,8.53,3.09,3.98,2.43,1.23,0.9,12.6,17.9,13.7,19.1,4,16.2
60125,"Non Teaching","Urban","Nonprofit","Small",3411.53183023873,2.642716175,7.700076751,2487.136368,6.91053165023494e-05,7.453607298,2.05444,4.21500752526338,45.6723170845084,0,91.3828199212919,76.7129857031997,2.75530934741603,15.9127834146653,4.61892153471893,17.5506529279739,11.789367,4,4,4,3,3,4,3,4,3,4,5.32905418161223,97.62802449,3.54799779,13.89880625,15.05161691,2.505487242,0.905916366,3.74011313,32.56708365,2.835061458,1.927502437,9.847529187,9.453944314,11.9329176521178,0.1711,31.5631047086648,23.67229991,83.09753389,0.48947626,0.844238075,23.25581395,19.23076923,0,0.224618149,0.4,NA,0.24,0.09,2.68,1.55,7.49,3.12,4.96,1.97,1.02,0.87,14.2,19.2,NA,20.4,4.8,16.8
60126,"Non Teaching","Urban","Nonprofit","Small",4601.71065808298,1.52054849,11.23529256,2874.816671,19.61036619,2.462714655,1.88681428571429,3.86187845303867,40.2267359470949,0,85.5800845467356,75.7322018858846,10.9528778799108,11.0716048765552,2.24331535764946,28.6178469241774,0,4,2,3,3,2,4,3,2,3,4,30.2983230361871,96.14086313,9.583047835,24.42322216,25.35936982,5.231110692,1.161198463,4.397001724,33.77914644,4.105334764,3.723414448,6.667063021,7.079803303,27.9696132596685,0.3765,35.2209944751381,29.40551305,75.71034581,0,0,0,0,0,0.411776817,0.52,NA,0.24,0.09,2.48,1.55,8.31,3.96,5.01,NA,1.46,0.98,15,NA,NA,NA,NA,NA
60128,"Non Teaching","Urban","Nonprofit","Small",3116.21142547606,2.386430277,6.157619958,2647.514582,5.72393463266649e-05,0.259523196,1.78122936288089,4.96976599710085,68.002901538579,0,82.8374129800135,79.0700432211456,10.678899655167,10.223283246735,0.0277738769523631,13.3524313513063,17.68981998,4,3,3,3,3,4,3,3,4,4,30.5453634085213,92.23062272,6.52381162,19.45083173,20.93482041,6.060537257,2.451865631,4.096379979,32.45136294,5.452158466,3.148850229,8.21104687,7.716166857,21.6400911161731,0.2832,46.2000414164423,30.7828272,74.21624027,1.122649453,0.930809805,64.93506494,66.66666667,0,0.575208513,0.31,168.85,0.28,0.09,2.57,1.5,8.52,3.63,5.34,1.92,0.93,0.91,14.2,18.9,13.6,18.6,NA,16.4
70002,"Teaching","Rural","Nonprofit","Medium",3712.2675712255,1.300341069,9.551586535,1881.738889,24.59060109,48.65305924,1.97546527814395,6.00731233381059,66.3451776649746,0,90.8836507320959,70.7506035584866,4.20716270517064,23.499465209981,1.5427685263617,24.941666170124,12.23253898,3,2,3,2,2,3,3,3,2,3,41.1018268236489,90.67196391,11.11790689,23.89963474,24.96368701,8.124769944,3.742400752,6.017406099,38.31325568,6.476743416,10.41031224,5.072878699,5.342054783,32.5015340560442,0.3275,55.941910411127,37.64613739,70.7696518,0.84621894,0.720461095,23.69668246,13.33333333,0.070600279,0.366385129,0.4,184.82,0.36,0.09,2.13,2.02,7.15,5.19,7.09,2.42,0.83,1.07,14.9,18.4,14.7,18.3,4.1,18.2
70003,"Non Teaching","Urban","Nonprofit","Small",3083.86069040797,0.150631939,11.67101805,3223.733627,70.31874351,79.67673373,1.5037134529148,4.78394255874674,32.6396206533193,0,87.9015334947538,58.340300944892,4.03879118697341,37.6209078681346,0,24.3967116932733,8.323859424,3,3,3,4,3,3,2,3,2,3,42.1193006052455,89.53143812,8.961595682,21.34212446,22.02375478,8.16447945,1.265396708,7.394140808,39.04917283,7.08808152,5.973147344,10.03415295,7.675616721,17.1018276762402,0.297,43.6031331592689,40.35053026,70.14316337,0,0.787401575,0,0,0,0,0.38,NA,0.23,0.09,2.45,1.57,8.44,3.3,5.19,2.5,1.01,0.91,14.9,23.8,NA,19.8,4,16.3
70004,"Teaching","Rural","Nonprofit","Small",9353.96069781432,1.522667915,9.687996336,4111.313213,126.2097533,63.71977066,1.4761567867036,4.07767784137367,15.8821087588211,0,80.5279665446942,71.3184460362456,3.09044749753754,25.5911064662169,0,43.362141568077,15.27410939,4,4,4,4,4,4,3,4,3,4,45.6990434142752,90.93486347,12.09705897,23.659865,25.17298451,9.00939372,1.963202724,7.916455312,43.22662968,4.649374054,8.067995496,13.26990272,6.667174177,14.4726083401472,0.1854,65.3311529026983,40.75232886,69.46484039,0,0,0,0,0,0,0.41,NA,0.24,0.09,2.46,1.55,8.54,3.32,5.13,NA,1.08,0.92,14.8,19.4,NA,20.2,3.9,17.6
70005,"Teaching","Urban","Proprietary","Medium",3100.12089075443,0.573911337,4.181788245,1869.220651,129.3867563,37.01550967,1.62923948110547,4.99554648357766,56.6265522980412,0,93.1089055187538,69.8749778236958,3.07347922732538,27.0364108825647,0.0152364254928357,17.7970729170536,10.87494408,2,2,2,2,2,3,2,4,1,3,51.3572122081979,88.2376439,12.50101596,25.04748158,26.3258656,11.75341047,4.487798022,7.103907567,39.88761656,6.802168742,11.2572953,9.281351553,5.656708702,33.3920950083503,0.3452,55.9194655780293,43.75456053,63.41284709,1.583670597,0.963762529,6.849315068,0,0.020178377,0.087180158,0.32,191.24,0.2,0.09,2.27,1.29,11.24,4.1,5.14,2.76,1.12,0.99,15.5,22,14.2,18.3,4.5,17.4
70006,"Teaching","Rural","Nonprofit","Medium",3783.28817532997,1.192215149,9.301834149,3801.627847,58.71049961,55.01482092,1.74136862582781,6.15752113574733,60.8761415525114,0,91.674089353523,87.8130015502981,3.09626880742442,8.81528979642657,0.275439845850865,17.06107275624,9.682337357,4,3,3,3,3,3,3,4,4,4,45.3654358427933,91.04652127,8.233658535,27.99321877,30.45110222,5.392153355,8.292971515,5.511218389,33.86645724,4.968179899,7.632917893,16.24882044,3.079160352,28.3538044345191,0.2849,57.1382995693093,29.26037103,72.42828954,0.896726947,0.476190476,19.60784314,15.2284264,0.0135573,0.503839871,1.44,156.2,0.19,0.08,3.09,1.22,4.52,2.65,4.53,2.76,1.55,1.03,14.4,19.9,13.7,20.9,3.9,16.2
70007,"Teaching","Rural","Nonprofit","Medium",2541.97935451251,1.269886436,8.22892784,2460.868061,73.01397025,69.10369596,1.62379958694754,6.53709144326111,69.6923612723473,0,91.5746339513268,68.9548272442067,3.05649629334172,25.1963575073353,2.79231895511628,17.0069520519087,8.595227026,2,3,3,2,3,3,3,3,1,3,41.5506380860972,93.08771384,10.05565073,24.80820721,25.68293633,7.457728371,2.930241616,5.162269842,38.92216963,5.912115458,7.331046585,6.053504077,10.06030517,25.2203452074917,0.284,52.3044436283511,42.52377073,68.13394308,0,0.886721348,51.85185185,38.46153846,0.087995894,0.328664215,0.83,159.34,0.27,0.1,2.3,1.45,9.08,4.85,5.11,2.26,1.1,1.12,14.3,18.6,14.5,17.7,4.3,16.8
70008,"Non Teaching","Urban","Nonprofit","Small",7405.50289557258,1.166715357,7.408372974,3992.908265,56.38484666,59.32063874,1.46156333333333,4.32740501212611,31.4632627646326,0,84.2074015436374,69.1724269481257,2.99973658634064,27.827382304052,0,41.1331963385018,8.685775372,3,4,3,3,3,5,3,4,3,3,24.077578051088,93.64947999,6.893971304,17.10453902,17.90062666,5.71088811,0.929229054,4.78654328,37.45622007,4.55568569,4.045567682,6.520474642,8.026313747,18.5933710590137,0.2244,48.1002425222312,33.6687392,76.60439601,1.650165017,1.414427157,200,0,0,0,0.48,NA,0.24,0.09,2.46,NA,NA,3.47,NA,1.99,1.08,0.95,14.4,20,NA,18.9,NA,16.7
70010,"Teaching","Rural","Nonprofit","Medium",3148.60727814802,2.483805777,8.250042574,2307.308591,108.0286439,49.62709956,1.76338795343801,6.39166012778836,68.7083643056883,0,94.9440517649968,63.3273002531427,2.15155878553171,33.3297360964224,1.1914048649032,2.84394072255349,9.900451375,3,3,3,3,3,3,3,4,2,3,43.997835639798,88.65379837,11.3372724,22.62117853,24.65424064,7.663285411,6.675759239,7.238925516,38.50160764,5.750302142,9.514857464,13.79708817,4.413707251,35.3940141239771,0.3352,61.0245488173972,38.23049871,66.47505968,1.10323089,1.14536604,20.6185567,9.389671362,0.100606996,0.338932969,1.33,196.9,0.18,0.09,2.55,1.5,11.04,4.25,5.66,2.59,0.94,1.29,15.4,19.3,13.6,19.3,4.2,18.7
70011,"Non Teaching","Rural","Nonprofit","Small",3180.41443984686,1.11056385,7.550539626,3545.328435,62.30047957,32.54928795,1.51695820763088,4.99401313248358,66.0815896432335,0,93.6033532279375,65.3695178865622,2.43731889624046,28.419671598516,3.77349161868134,21.900266831664,11.69693248,2,3,2,3,3,4,3,3,1,3,43.2123081790856,92.43730281,10.71110028,21.56484543,22.57875867,8.241553632,2.094608926,6.015650817,39.52624987,4.828276183,7.999189164,11.29071325,7.392304691,18.2696021629973,0.1912,50.811123986095,42.36620217,68.51160783,2.021563342,0,23.80952381,0,0.082399473,0.130605137,1.09,152,0.26,0.1,2.65,1.56,7.7,4.51,5.04,1.92,0.97,1.13,15.2,21.2,NA,21.6,4.4,19
70016,"Teaching","Urban","Nonprofit","Medium",3701.2249503377,1.836760092,10.08816379,2368.976865,30.7385878,44.79095765,1.64967114845938,4.53622491889944,56.0291997116078,0,88.6247386199131,66.1753452803287,7.38259028654547,22.7849972876832,3.65697113422848,27.5869421268706,14.72416472,3,3,3,3,3,4,3,3,1,3,57.0490410068267,86.5114205,14.46642681,26.411057,27.665937,13.63351684,5.940079504,7.7207736,41.59574378,7.539053239,12.85591631,8.870741425,5.372630375,31.7553766670672,0.3595,56.0254715847651,46.24842769,59.89566498,0.78647267,0.657462196,84.50704225,66.66666667,0.075397723,0.429184549,0.42,186.63,0.21,0.09,2.36,1.42,10.32,3.33,4.46,1.81,1.14,0.93,14.9,20.5,14.2,17.2,NA,15.1
70017,"Non Teaching","Urban","Nonprofit","Small",5011.07499216266,1.159696237,6.1885647,2147.256958,85.29353522,3.63436543,1.90150398505604,4.96751946607341,81.9331353577929,0,95.9125453057407,63.1946718099218,6.610729798536,27.8080049845127,2.38659340702951,22.5697971248153,0,4,4,4,3,4,4,4,4,3,4,37.6075519358913,90.04018578,9.109915756,22.86373309,24.16931774,11.082582,4.316450455,6.126374786,38.90433058,5.624185047,8.266640294,5.538674492,5.490728391,24.9833147942158,0.2302,50.4449388209121,37.75922383,70.06537007,2.650176678,0,7.874015748,13.69863014,0,0.04986412,0.17,169.6,0.24,0.08,2.57,1.41,5.87,2.89,4.01,1.84,1.4,0.72,14.8,19.8,NA,21.1,4.6,16.4
70018,"Teaching","Rural","Nonprofit","Medium",3404.45688376771,1.05807222,4.621268612,2763.14535,159.1086262,69.01403005,1.71142780373832,5.60709165631272,66.3160995728384,0,90.2292212696015,70.02537523305,3.40079462794242,25.9061258988052,0.667704240202393,17.9285288151772,9.841078956,4,3,4,2,3,3,3,4,2,4,37.9083695244223,92.15332991,6.503835631,25.67365778,27.84039334,3.826785121,6.359046069,6.351161314,38.23364003,4.152171741,7.275337615,20.45799066,2.990441797,3.91857019975151,NA,30.7559973239033,26.87658789,78.80422946,0.619962802,1.417434444,44.11764706,0,0.016990621,0.441625181,0.48,183.29,0.26,0.08,2.78,1.89,9.53,3.72,4,1.75,1.04,0.96,15.1,21.5,14.5,20,3.1,16.7
70020,"Teaching","Rural","Nonprofit","Medium",3324.31925928631,0.443144841,1.729373888,4278.842308,40.74632892,88.98498015,1.41430051085568,5.5277609529578,66.9921932537929,0,82.5465579033003,65.582179916629,1.71768491095375,32.474889802356,0.225245370061262,14.4965301873699,16.03198568,4,4,4,3,4,4,3,3,2,4,26.070193014092,94.83267657,6.684038927,19.6518718,20.29884786,8.101314906,1.717601203,4.733187503,36.74915905,4.665908277,5.09269507,6.082273224,6.567890615,16.1720169594185,0.2017,47.3551383000202,33.65037589,76.6105596,0.648228176,0.910332271,41.91616766,0,0,0.185508107,0.56,154.48,0.21,0.09,3.17,1.45,9.48,3.12,4.96,2.25,1.96,1,15.9,21.8,13.2,21.5,4.7,18.2
70021,"Non Teaching","Rural","Nonprofit","Small",3643.50758528824,1.729738804,6.423699217,3539.688286,51.45446925,49.99298333,1.44190316205534,4.86429085673146,80.4824300178678,0,76.4745060312292,65.0269300744469,5.97556864531303,28.5654363495531,0.432064930686903,28.7574187819137,0,3,3,3,3,3,4,3,3,2,3,47.3944007224874,90.04047318,16.20730616,24.99450675,26.18167285,8.459767778,3.552403881,6.012014639,41.94340286,7.039751967,8.460825005,8.23422864,6.743188053,16.3426925845932,0.2061,44.2404607631389,37.94421346,70.13911879,1.607717042,0,0,0,0,0.07342683,0.82,NA,0.24,0.09,2.47,1.57,8.35,3.39,5.18,1.98,1.07,1.03,14.5,19.8,NA,20.1,4.2,16.8
70022,"Teaching","Rural","Nonprofit","Large",3823.32787894272,1.131899089,7.607690431,3029.150074,145.7417356,47.82359646,2.20600289647774,7.50684358272453,73.3155719650087,0,93.4220917456393,70.5907272519811,3.51448143083161,25.4793224599486,0.415468857238714,21.8212663167185,8.061276278,3,3,3,3,3,3,3,2,1,3,45.0627409060408,91.39719783,10.9028342,25.43160782,27.0429718,7.101259861,4.243845378,6.334410038,38.59809792,6.40039057,10.38199458,7.699920613,5.367345686,32.3976077973253,0.361,51.8891775495615,38.5753804,67.91951113,1.012380921,0.779226732,24.51838879,3.472222222,0.053578084,0.51139111,0.29,146.46,0.14,0.09,2.77,2,19.59,5.16,7.94,1.75,0.93,1.4,14.7,21.2,13,18.2,5.3,17.6
70024,"Non Teaching","Urban","Nonprofit","Medium",3637.54009331495,1.262390755,6.493913465,2758.375047,56.52187181,6.550791806,1.62039740577582,4.78782671610744,74.4632048423065,0,94.3912039017712,63.949790780684,4.57976342287755,29.1392668654514,2.33117893098709,22.1156614216362,5.616439333,3,3,3,2,2,4,3,3,1,3,43.9510923127464,90.77134908,8.732232269,22.61300895,23.33822027,8.516074014,2.444108409,5.366867337,37.79880549,6.998584371,6.487429081,7.340731605,9.77264359,24.3646558741069,0.2885,48.1595369449218,41.29248261,67.99326443,0.758840492,0.496606522,10.47120419,9.090909091,0.040953395,0.19188538,0.84,156.3,0.24,0.09,2.04,1.89,4.66,2.64,5.46,2.15,1.06,0.91,14.7,20.1,NA,21.3,4.9,15.7
70025,"Teaching","Rural","Nonprofit","Large",2937.21898062488,1.069314057,3.27708053,2652.205501,66.46317077,5.373410093,2.30427951371571,6.26040264914642,75.3540257788567,0,96.8632865434277,66.0430336905027,4.96519389281905,26.2771269037829,2.71464551289541,17.8925159000771,13.36663045,3,3,3,2,3,4,3,3,1,4,41.5023427364448,90.10065301,10.89326029,23.85505834,24.99885657,8.255087847,4.68679279,5.89707973,38.14050836,6.235110672,9.388627861,5.219593676,5.527532638,21.1351222987414,0.2977,43.8982558906567,37.72449184,70.21061356,1.386842333,0.566251416,17.75147929,9.237875289,0.052687964,0.237716459,0.31,163.2,0.37,0.08,1.91,1.11,5.32,3.07,6.06,2.29,0.96,0.81,14.9,23.3,12.5,21.1,3.9,17.2
70027,"Teaching","Urban","Proprietary","Small",4260.75373038745,0.258325083,5.155941111,3012.19039,183.2698275,40.17575212,1.5130121,4.77012372078815,48.4773824775796,0,88.5749136003253,73.5872447086715,2.67195120847698,22.8096750549719,0.931129027879578,17.693083573487,12.25092933,2,1,2,1,2,3,2,3,1,2,41.1554855572683,93.41684925,9.799362412,25.31413892,26.64812233,6.066955429,2.221229884,4.945807262,35.90590629,5.803640303,6.282318369,4.364377754,5.865453989,22.2239193523751,0.2741,40.8278600885902,35.39041665,72.90423515,1.489425082,0.780437045,41.66666667,9.009009009,0.031539772,0.3202733,0.74,160.72,0.21,0.09,2.59,1.48,13.28,3.7,4.95,1.87,0.97,1.14,14.5,20.6,NA,20,5,16.3
70028,"Teaching","Rural","Nonprofit","Medium",3495.12710896309,1.915855431,5.604123984,2523.761787,81.52285128,124.1843324,2.14353152654867,6.10733452593918,77.4900993312991,0,93.6191960321051,63.2036695739036,5.83849921145097,22.2425057227754,8.71532549187003,16.7433948447569,5.394644158,3,3,3,3,3,4,3,4,2,3,46.2487302330608,88.05060904,12.28623586,23.12407265,25.04483152,7.66238119,7.664873613,7.481412309,38.75202845,5.889990337,9.742512245,14.45699726,4.014934598,28.3631484794276,0.3073,53.8908765652952,37.26490793,65.80914063,0,0.403469841,10,19.60784314,0.07395219,0.275840328,0.64,149.74,0.23,0.09,2.19,1.82,5.1,3.36,4.98,2.34,0.8,0.88,14.6,20.5,14.9,19.2,4.2,17.5
70029,"Non Teaching","Urban","Nonprofit","Small",3223.23143343764,0.20269806,2.890451923,2863.480589,34.23972356,106.8095102,1.45035543859649,5.30399159663866,47.2925715558525,0,87.0666917859834,72.9199449694724,2.42637868556168,23.5266295600255,1.12704678494034,22.0245969818196,11.62560096,3,3,2,3,3,5,3,3,2,3,43.2215086908126,91.81818688,8.439006745,24.20669586,25.09345103,7.696375751,3.133352418,5.476678793,34.68440491,5.873420627,7.129638332,5.758540061,6.442117618,25.7563025210084,0.3552,47.7521008403361,38.43542033,70.13668696,0,0,0,12.34567901,0,0.842791325,0.33,NA,0.23,0.09,2.67,1.55,7.73,3.64,5.02,1.93,1.31,0.89,14.9,19.7,NA,18.5,NA,16.2
70031,"Teaching","Rural","Nonprofit","Small",2589.41567532041,0.719244242,5.041988099,3161.618536,108.6185123,61.62478038,1.26521711409396,4.57731648616125,70.9751797097518,0,100,63.9209016510716,2.63828082524966,33.0589893266947,0.381649354737173,18.3750246467302,10.8552163,4,4,3,4,3,3,3,4,2,4,37.071831266167,92.6337101,7.340573244,20.28639378,21.16323187,8.466359182,2.747577704,6.302051916,37.29027759,5.140787979,6.625908677,9.352173476,6.029511524,21.9013237063779,0.2331,44.8405535499398,36.10231256,72.41272238,1.041666667,0.295770482,8.849557522,0,0.101395883,0.279037321,0.89,NA,0.23,0.1,2.23,1.48,8.34,5.07,4.51,1.93,0.94,1.08,14.1,18.7,NA,18.1,4.3,17.4
