"CCN","teaching_status","urban_rural","ownership_type_simple","bed_size_simple","cost_of_care_per_inpatient_day","charity_care_burden","bad_debt_burden","salary_cost_per_inpatient_day","malpractice_premiums_per_inpatient_day","med_records_library_per_inpatient_day","mean_drg_weighting","alos","occupancy_rate","private_room_percentage","semi_private_room_percentage","RN_percent","LPN_percent","naor_percent","ma_percent","nursing_hours_per_inpatient_day","special_care_day_rate","overall_hospital_rating_star_rating","nurse_communication_star_rating","doctor_communication_star_rating","staff_responsiveness_star_rating","communication_about_medicines_star_rating","discharge_information_star_rating","care_transition_star_rating","cleanliness_star_rating","quietness_star_rating","recommend_hospital_star_rating","SDI_score","at_least_high_school","under_100_FPL","renting","crowded","no_computer_internet_access","not_proficient_english_adult","unemployment","non_employment","single_parent_family","no_vehicle_households","long_commute","veteran","medicaid_caseload","disproportionate_percentage","cms_caseload","percent_of_service_area_under_public","percent_of_service_area_under_private","clabsi_rate","cauti_rate","ssi_colon_rate","ssi_hyster_rate","mrsa_rate","cdi_rate","PSI_03","PSI_04","PSI_06","PSI_08","PSI_09","PSI_10","PSI_11","PSI_12","PSI_13","PSI_14","PSI_15","PSI_90","hospital_wide_readmission_rate","heart_failure_readmission_rate","acute_myocardial_infarction_readmission_rate","copd_readmission_rate","hip_knee_replacement_readmission_rate","pneumonia_readmission_rate"
330198,"Teaching","Urban","Nonprofit","Medium",3077.29032983892,0.34176926,4.111401507,3022.510362,99.3008458,165.9162502,1.95005443481848,5.74572486337192,68.4927434866235,0,96.695259247913,63.9762440666616,6.70134745090178,27.876047954647,1.44636052778969,18.5711991817949,13.65333419,2,2,2,1,2,2,2,2,1,3,32.6137547178826,91.24443491,5.971435339,18.70711955,21.30286702,5.627579598,5.161959288,5.185617337,36.88477416,3.868527696,9.388989444,24.97213812,3.73925182,3.3966033966034,0.2574,36.963036963037,30.88659925,77.95450593,1.256619693,0.519982172,45.16129032,12.24489796,0.030401297,0.260501465,0.34,193.35,0.25,0.09,2.55,1.4,11.65,4.53,5.38,2.55,1.54,1.07,15,19.3,13.9,18.5,3.5,20
330202,"Teaching","Rural","Governmental","Medium",5537.60693241213,10.08979401,48.48679366,4632.067817,0.430042037,37.70386232,1.80242469135802,7.68309372408073,66.4041994750656,0,100,58.1529969625438,6.54261849791833,32.2783252720155,3.02605926752236,20.8387265088747,11.63339804,3,2,3,2,2,2,2,4,2,3,87.9319621795497,85.78383964,18.28407733,41.58454922,46.17610909,12.96010933,5.240957614,7.986760976,42.55936229,8.335609279,58.69805569,33.04770523,1.765483332,15.192148189107,0.7055,24.9585291678186,45.84553965,55.567768,0.529300567,2.256410256,64.93506494,18.86792453,0.102982755,0.285531433,0.43,149.99,0.23,0.09,2.29,1.55,12.48,3.8,5.67,1.91,0.97,1.07,13.8,21.4,NA,19.7,NA,17.3
330203,"Teaching","Urban","Nonprofit","Large",2217.3569366417,0.396938317,2.209735703,1670.868874,16.85260875,28.04965313,1.66879544693673,7.48598130841121,50.6047044697921,18.1076971193771,77.0499228886037,79.6076507652781,0.604248284760068,19.7014597738997,0.0866411760621272,17.4172518726592,22.39580557,3,2,3,2,2,3,2,2,1,3,45.9678636338602,91.37286137,13.15875503,22.62294748,23.83370709,11.28356988,1.557199952,5.793569055,41.40639368,6.929564372,10.65272235,3.630895912,7.168432263,2.28971962616822,0.4062,24.3808411214953,40.72832824,71.18926202,0.828451388,0.154878678,21.05263158,8.547008547,0.051277669,0.168687164,1.12,241.81,0.22,0.1,2.54,1.71,11.4,4.21,6.71,1.62,1.26,1.3,15.6,21.6,12.7,21.8,4.1,18.8
330204,"Teaching","Urban","Governmental","Large",4934.12262454435,14.18569422,56.63609916,3192.430031,0.760569867,46.78107979,1.7591810741688,6.89452961380581,66.7509659290481,0,100,67.2981079466377,6.69702780928395,26.0048981318036,0,17.9278311057108,19.7824092,2,1,3,1,2,2,2,2,1,3,80.5939772515383,82.98864851,20.68851623,43.43395598,47.84792708,14.09702007,11.59139668,7.48167226,40.15267405,6.433506623,70.83320162,18.01899254,1.824306657,21.9988271760074,0.8205,29.3457317583983,42.40812916,60.07162977,2.095197163,3.615328995,17.54385965,0,0.045598942,0.523690773,0.64,173.83,0.25,0.1,3.97,1.33,6.82,4.43,3.2,2.37,1.19,0.93,16,21.2,14.7,NA,NA,16
330205,"Non Teaching","Urban","Nonprofit","Small",3574.06414922657,0.962120624,8.969385091,2979.293115,177.6085195,71.42565047,1.63123041825095,5.09090909090909,29.1598173515982,0,94.0338239899781,81.7681919670648,7.51873770532624,10.713070327609,0,27.4065059144677,13.35482385,4,5,3,5,4,4,4,4,4,4,22.1298988621997,93.05071781,6.872542047,17.42085107,19.38339739,9.261321811,1.486806736,4.149354848,37.81716461,2.244024926,6.737247899,27.75886685,6.470611009,0.926462072958888,NA,36.0162130862768,30.95421127,79.20679299,0,1.129943503,0,0,0,0.142065634,0.4,NA,0.24,0.09,2.39,1.52,7.63,3.29,4.89,1.98,1.05,0.88,14.5,18.4,NA,19,3.8,16.3
330208,"Teaching","Rural","Nonprofit","Medium",1855.26248146833,0.405571229,5.823255289,1530.947847,28.96933251,22.03484097,1.44275278195489,6.06906602458497,77.706875080517,0,94.5644245009837,71.709501901533,7.3274327398344,13.5131090041842,7.44995635444836,11.2308262512789,3.21016508,2,2,2,2,2,2,2,4,2,3,77.8886384129847,82.04263032,14.58307598,35.39302761,39.9551731,11.19683252,10.6366804,7.300039127,40.81035906,7.34835766,30.29570033,20.93276648,3.11904654,5.7850716005576,0.6959,22.5003168166265,44.32659472,62.18055273,1.445434835,1.214329083,31.25,12.34567901,0.043907794,0.137211855,1.91,NA,0.29,0.1,2.19,1.53,7.18,3.6,5.58,1.93,0.96,1.31,15.9,24.2,NA,18.7,3.9,17.3
330211,"Non Teaching","Rural","Nonprofit","Small",4734.90019716459,0.318772996,8.823701174,4507.695736,57.83856697,98.43266372,1.3674474025974,6.11072862880092,57.9452054794521,0,84.7455518228195,73.0234221665208,5.34211024143394,21.6344675920452,0,31.7634024974181,21.5098992,3,4,3,3,3,4,3,3,2,3,68.0634956759217,85.4694088,17.96641253,21.00959621,22.86453208,16.06230531,0.538110618,6.344701923,53.49003711,6.902906192,11.54664342,3.788842774,9.015226652,1.09007458405049,0.2318,34.4807802639128,44.70787,64.99117783,0.849617672,2.087682672,0,0,0,0.755929321,0.44,NA,0.24,0.09,2.47,NA,NA,3.46,NA,1.98,1.06,0.93,14.9,20.1,NA,18.9,NA,17.9
330214,"Teaching","Rural","Nonprofit","Large",6633.80569629212,1.333219779,4.681775368,4822.554804,129.1077259,55.1344755,2.23771164122137,4.94713669064748,68.3457097702538,0.429910458461764,98.542141575093,72.5596566963618,4.85795862921265,19.227900322376,3.35448435204959,25.1158008217335,14.48025785,3,3,3,3,3,3,3,3,2,4,59.4460703970114,86.35038094,12.507313,31.45312177,36.08358055,9.643287294,11.9771063,5.889654294,39.08491407,4.079931281,39.84844648,23.67497321,2.511207638,3.56834532374101,0.363,28.6541966426859,37.36801096,67.44899236,0.947848963,0.605308556,12.73148148,5.847953216,0.04433791,0.366202298,0.35,105.19,0.18,0.06,1.7,1.17,5.09,2.83,3.47,1.07,1.08,0.66,13.3,18.1,13.6,19.3,4,16.6
330215,"Non Teaching","Rural","Nonprofit","Small",4546.04352815177,0.393866465,9.541612359,3171.670933,78.34084873,106.7460304,1.66208492753623,4.41770868536668,33.7055661522455,20.3827554275131,77.0861199711905,72.9266568138563,6.47866583024104,16.7425120413393,3.85189950133438,28.7793757649939,16.33045149,3,4,3,3,3,4,3,3,3,3,64.5659962287869,88.00614566,13.89531535,23.62891279,24.61457166,11.70898893,0.873100548,4.679620445,46.70516163,7.981493253,10.4185805,4.413790227,9.521706676,1.52078404866509,0.3345,27.8810408921933,48.00999264,65.1467464,1.63132137,0.807102502,0,0,0,0.17262958,2.62,NA,0.23,0.09,2.41,1.55,10.43,3.19,5.11,1.97,1.04,1.55,16,22.6,NA,18.6,NA,18
330218,"Non Teaching","Urban","Nonprofit","Small",3689.08851522843,0.252344604,4.487584372,3944.19704,23.27226928,83.78107963,1.56739640591966,4.90965732087227,26.1706102117061,0,92.4498374177175,77.6418212897662,8.34177672638751,13.5137891509235,0.502612832922803,28.6194796954315,15.67124221,3,4,4,3,3,4,3,4,2,3,68.517692134325,90.18565374,17.62246388,22.65709683,24.31721106,7.754785806,0.33098726,7.467027065,44.06629868,8.129038672,9.757478248,4.310248039,8.286039422,1.61993769470405,0.2937,29.4704049844237,44.32731498,64.28720189,0,0.308071473,58.82352941,0,0.067962485,0.36036036,0.8,NA,0.28,0.09,2.44,1.56,8.23,3.33,5.1,1.96,1.03,1.02,14.9,18.8,NA,19.4,NA,17.5
330219,"Teaching","Urban","Governmental","Large",3527.66715362865,0.716623407,12.23538394,2612.924764,NA,43.9210469,1.90923916223404,8.83982503645074,75.4118723412781,0,95.1595763522369,74.871080396057,17.00135987783,6.04209847267601,2.08546125343703,15.7791705937795,13.00902917,2,2,2,2,3,3,2,2,1,3,58.140691723441,90.20733292,17.70785329,27.45823257,28.4487448,11.47834501,2.368794057,6.239075056,42.19069478,7.639974166,16.02973604,3.575208635,6.707822351,3.7006179268208,0.4682,19.5375963340971,46.32098404,65.00131514,0.780640125,0.636755486,50,NA,0.11869084,0.524217877,3.32,200.33,0.21,0.08,3.09,1.44,16.14,5.47,4,1.77,1.23,1.97,13.2,19.7,NA,20,3.5,16
330221,"Teaching","Urban","Nonprofit","Medium",3282.30126474832,0.569177872,3.879214365,2829.946026,NA,70.24709458,1.55098967065868,5.05882858124356,58.9178082191781,0,99.2056110981942,61.7975885821366,8.24420696186864,28.3152771288734,1.64292732712131,20.0936932348697,11.99542596,2,1,2,1,2,2,1,3,1,2,89.0785427633293,81.7967247,20.5995557,43.18254694,48.17423795,13.09844048,11.15213688,7.614451859,39.15605829,7.724209944,58.04676954,25.31073036,1.652088451,10.3830298866369,0.7109,21.4960494675369,44.11293977,56.17914072,1.120866804,0.244558572,65.2173913,16.39344262,0.01839791,0.180889979,0.49,NA,0.27,0.09,3.16,1.55,8.3,3.51,5.12,1.96,1.31,0.96,16.7,21,13.7,19.7,NA,16.9
330222,"Teaching","Rural","Nonprofit","Medium",3324.98725488616,1.9465811,5.276679101,3882.861521,74.98264626,57.97513382,1.50959009407858,6.11638908051641,88.1438756709124,32.545669362901,59.8673089157503,66.0781940345788,10.2421180746595,17.8847930108871,5.79489487987462,24.1605304287579,9.179578677,4,5,4,4,4,4,3,3,2,4,24.9953310371221,92.84750657,7.767489845,21.72669588,22.67553729,7.403462284,0.601962451,3.707536906,37.45647284,4.090721256,5.59109702,5.517424575,7.513117049,1.83305410466148,0.1803,29.2007489898492,35.58830546,78.27154887,0.905141202,1.089028042,11.69590643,0,0.034467308,0.176731527,1.1,153.86,0.3,0.09,2.65,1.39,5.94,4.09,4.28,1.84,0.84,1.03,13.7,18.2,15.1,22.3,3.8,15.6
330223,"Non Teaching","Rural","Nonprofit","Small",4282.99465977606,0.219782897,15.26337844,5150.246276,135.8540468,173.7523051,1.2589702020202,4.30637982195846,63.6164383561644,0,86.5805340223945,63.7661522939814,14.3087658935986,17.4907193025572,4.43436250986276,53.2720068906115,0,2,2,2,3,2,2,1,3,2,2,65.0861063464837,90.58826728,18.98595485,23.57626302,24.45039699,13.28312899,0.36717029,7.74659982,49.23060974,7.568896223,12.62681065,3.187031295,8.535265905,3.04154302670623,0.4081,36.3501483679525,46.34351588,67.90282757,0,0,NA,0,0,0.239406272,0.51,NA,0.24,0.09,2.51,1.57,NA,4.03,NA,NA,1.08,1.07,15.3,20.1,NA,19,NA,19
330224,"Teaching","Urban","Nonprofit","Small",2690.46667939053,1.534349107,10.47210317,2594.738914,63.76987211,77.85082351,1.3371906824147,5.72310212998362,53.5209443457667,0,91.5511459881771,80.9495362682759,15.0439431371755,4.00652059454862,0,3.14164837611731,6.586543756,1,2,1,1,2,2,1,1,1,1,55.6553404629755,90.88291477,13.74584293,24.7637636,26.01566454,8.364359783,1.775055936,5.960998403,42.05017597,6.0405457,7.832427799,9.168331432,5.651692596,2.76715820134717,0.229,43.1458219552157,46.10224111,63.67932987,1.284796574,1.206515182,0,0,0.103773911,0.138365215,0.24,NA,0.22,0.1,2.34,1.55,10.33,2.99,5.87,1.9,0.97,0.93,14.7,20.9,NA,19.4,4.5,17.4
330226,"Teaching","Rural","Proprietary","Medium",2667.92718210448,1.672992731,2.42662559,2553.848506,26.21846726,63.41535121,1.68271195476575,7.63863354847122,103.559707633477,0,98.4341696892645,60.2340048957651,14.6919223900025,19.3497896893196,5.72428302491288,16.9690703172341,5.931475472,2,2,3,2,2,3,2,2,2,3,46.0022792380235,90.71317258,12.20046161,22.77957039,23.85822104,9.185275984,2.258276191,5.023184215,39.23007052,7.493520409,9.20409567,3.175133601,6.139979349,3.49436077971185,0.2467,18.6909185735706,40.87130042,71.52766959,0.171166931,1.004918813,12.93103448,0,0.030702473,0.401144317,0.51,196.6,0.28,0.1,2.57,1.45,7.04,4.08,4.92,2.29,0.85,0.93,14.9,20.1,13.2,20.1,4.1,18.9
330229,"Non Teaching","Rural","Nonprofit","Small",5377.6850456804,0.133568085,12.00328863,2629.711016,75.99030803,32.49002015,1.37458875502008,4.85525291828794,21.8082191780822,0,100,72.4260045052124,3.55737161017689,24.0166238846107,0,45.8943740984132,15.03214663,1,2,2,3,2,4,2,3,2,2,60.9855523449655,90.0407348,17.70066815,22.38352345,22.98862806,12.16579042,1.701158036,4.822732309,48.17437996,7.119723597,11.70357744,5.5521041,7.885497723,1.78988326848249,0.2348,28.3268482490272,48.07369492,64.25353746,1.336005344,0.807102502,0,0,0,0.320410125,0.46,NA,0.24,0.09,2.49,NA,NA,3.52,NA,NA,1.09,0.96,13.7,22.6,NA,17.9,4.3,17
330231,"Teaching","Urban","Governmental","Medium",5582.56928863134,20.37779624,49.0176552,3549.29021,0.723776287,66.00977157,1.82025019305019,5.88943815952087,69.8753424657534,0,100,58.6548530053994,8.87488585834524,32.4702611362554,0,26.0210811770593,12.83085569,3,2,3,2,2,1,2,4,3,3,75.7812343917232,82.21604636,11.85424446,31.92105325,38.73909737,8.900009157,12.16129073,8.511567498,42.24315794,5.008409271,31.02416194,35.99159308,2.248527443,22.2739804163894,0.7161,32.3699971480179,44.07336674,56.0938775,0,0.622535796,44.11764706,0,0.017797078,0.37989363,0.64,NA,0.27,0.09,2.43,NA,NA,3.37,NA,1.96,1.01,0.99,15.9,19,NA,19.8,NA,19.4
330233,"Teaching","Urban","Nonprofit","Large",4615.31468817994,1.90175845,7.232548672,4025.029978,92.2336576,63.16713165,1.92708142311366,7.25147277291122,66.4183261000237,0,99.6529421044329,64.3163466257265,5.78284096485858,27.3783175388696,2.52249487054533,12.3363686456243,16.28045703,1,1,2,1,1,1,1,1,1,1,92.0631995437371,83.51932474,22.63762472,42.00903759,46.93346517,13.3243833,6.42279964,9.669987386,46.55987709,9.885982433,59.87598108,34.84341851,2.110327155,8.15531991188976,0.6453,20.3780544029507,51.44419364,51.307593,0.756751644,0.312369846,33.89830508,0,0.108927188,0.082450165,2.24,228.91,0.35,0.1,2.03,1.5,7.08,4.51,5.63,1.88,1.22,1.45,14.8,20.7,14.4,20.9,NA,17.3
330234,"Teaching","Rural","Governmental","Large",4227.62202237312,0.751909306,7.793210291,2588.097206,NA,47.33662325,2.38424821990797,7.89396454168238,67.6691699729202,0,97.9223256923158,75.9691274987919,1.50681608667009,16.4878222733671,6.03623414117089,17.4737634336667,16.36070103,2,1,2,1,2,3,2,2,1,2,47.6330112976454,89.98823229,9.819225159,24.7002619,26.77162693,7.796866794,4.189084008,5.800950925,39.73095337,4.473018481,10.85883588,17.82680718,4.667801284,6.14485099962278,0.4781,27.8725009430404,35.7273272,73.37288246,1.26667565,0.962896392,13.82488479,3.610108303,0.100840158,0.557803914,2.22,199.9,0.33,0.08,2.89,2.25,7.45,6.06,7.6,2.6,0.88,1.65,14.2,20.1,15,19.9,4.6,17.6
330235,"Non Teaching","Rural","Nonprofit","Small",3899.55198055893,0.449681052,9.76665279,2732.922085,44.78125381,85.19052762,1.39983955078125,4.88253440911248,55.6390008058018,0,93.7203105086317,70.1610924093479,3.27995999314697,24.105055032575,2.45366104378991,20.9927582017011,12.44229999,1,1,2,1,1,3,1,1,1,1,55.7861875637105,90.10997042,13.81983158,24.5636976,25.43391083,12.61104565,0.682665361,4.920876616,43.7749858,7.228791676,10.90395736,4.200747891,7.77174164,2.91884195538681,0.2428,35.3345989558614,43.77109455,68.75581695,0.870069606,0.53561864,0,0,0,0.174155347,0.53,NA,0.23,0.1,2.37,2.04,8.11,2.98,5.03,1.94,0.96,0.94,15.1,22,NA,19.7,4.2,16.7
330236,"Teaching","Rural","Nonprofit","Large",3454.14311969554,1.56160329,7.116369563,2716.524295,NA,41.72940798,1.98651818802641,6.16949243194095,61.7890507425391,0,100,65.551315634018,5.04024480433734,27.1331769798805,2.27526258176409,26.5623878423247,15.54562327,3,2,3,2,3,3,2,2,2,3,80.1452744879711,86.44233063,16.1537018,40.2674615,45.12957307,11.53896261,9.176412748,7.08472047,38.49646762,5.716673646,56.16745235,26.21955223,1.850796776,4.05412633042734,0.4755,26.0897470182382,40.01166626,62.75965797,0.351041423,0.66331325,37.5,0,0.031795491,0.364538788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,21.6,14.6,19.6,4.6,16.9
330238,"Non Teaching","Urban","Nonprofit","Small",2979.05295068715,1.46025549,3.731691302,3439.320835,31.41180306,31.90680361,1.41659090909091,6.53460116217644,41.001840114496,0,77.0918519996011,82.6611221408432,7.36081683044428,9.97806102871252,0,19.3820533548909,16.49820672,2,3,2,3,4,4,2,2,2,2,52.7122210414453,90.6530952,13.88279247,18.30171636,19.12317197,12.06069609,0.455166981,5.565023151,45.11526998,6.903341838,7.303440887,10.32601305,8.511104284,1.58478605388273,0.2821,25.4094030639197,45.84326261,67.73216755,0,0,0,0,0,0.178030977,0.43,NA,0.24,0.09,2.46,1.57,8.58,3.43,5.23,1.98,1.07,0.93,14.6,19.9,NA,19.4,4,17.2
330239,"Non Teaching","Rural","Nonprofit","Medium",2091.18523371105,0.453148179,6.938995152,1732.091156,44.36854598,5.070820888,1.5851632034632,6.4994246260069,27.1019668461169,0,90.0837824017622,74.5626655452017,12.1874469702,13.2498874845983,0,19.1978753541076,7.036750587,3,3,3,3,3,4,2,2,2,2,64.9779723991507,89.48958432,18.1824156,24.72777312,25.86889284,14.17677582,1.013848486,5.898181622,46.67103483,7.999012959,13.70336615,3.181980401,8.31805104,1.40391254315305,0.3725,27.433831990794,49.5737603,62.39950578,0.520562207,0.831082485,55.55555556,0,0.119560019,0.167378023,0.32,NA,0.35,0.1,2.39,1.55,7.97,3.92,5.09,2.43,1.68,0.94,14,18.5,13.3,19.7,3.9,16.9
330240,"Teaching","Urban","Governmental","Medium",6688.49077800421,7.313138949,24.87803674,3620.554804,102.3273811,48.04903505,1.66988962472406,6.02051757913187,62.2801590808661,0,100,65.9585873318623,7.91773367372581,26.1236789944119,0,26.1011251348621,11.9152893,1,1,2,1,2,1,1,4,2,2,95.3346382978723,81.42959935,25.85626084,46.31389102,50.16637346,12.97795445,9.489467482,10.25342049,45.09665466,9.275274394,77.83620955,17.07986353,2.158684276,12.8569955665533,0.828,22.4765439736055,46.36611098,54.60522235,0.622535796,2.049705355,0,0,0,0.161764309,0.91,NA,0.23,0.09,2.37,1.56,8.32,4.07,5.13,1.97,1.38,1.09,14.8,21.4,NA,18.5,NA,17
330241,"Teaching","Urban","Governmental","Large",3967.0486868321,0.207780571,7.749764553,3081.195025,NA,31.49284065,1.84466617886179,6.26200378071834,67.265289070938,0,94.1104740553355,67.287242763553,8.69035928536419,19.4357840836135,4.5866138674693,27.9866207812594,19.10614501,3,3,3,3,3,4,3,4,2,4,51.6949424205997,90.29549565,14.9547854,23.9062235,25.18124845,12.19539598,1.548602923,6.078392324,42.93963401,7.438024175,11.89045693,3.869911879,7.481593674,3.01701323251418,0.4185,23.187145557656,43.17481735,68.76087472,0.27111626,1.76355106,52.80528053,0,0.061521046,0.255567953,0.33,186.88,0.28,0.11,2.81,1.89,8.67,4.17,7.83,1.85,1.11,1.08,16,19.3,14,20.3,3.9,18.1
330245,"Teaching","Rural","Nonprofit","Medium",2292.35803535823,0.370246529,5.549614811,2161.994584,NA,31.68911741,1.88836539110861,5.92129083038174,43.4966333875087,0,96.6762748656631,63.0250760284823,8.56618304744657,22.8190568226457,5.58968410142541,24.0254774247862,16.68951006,2,3,2,2,2,3,2,1,1,2,56.497814934448,88.68822331,15.08797038,23.62056533,25.05328402,10.24937705,3.263780518,5.005242923,44.30183135,6.665470846,11.13396352,4.482070498,7.684055903,2.45310245310245,0.2422,33.5432244523154,47.03701968,64.4925727,0.155496812,0.525596552,12.5,NA,0.173171418,0.671039245,0.68,190.58,0.24,0.09,2.97,1.51,6.84,5.69,5.46,2.26,2.06,1.1,14,20.7,13.6,20.9,4.4,14.5
330246,"Teaching","Urban","Nonprofit","Medium",2884.59558875179,1.079626535,10.45521497,2407.865965,97.96624535,21.7366661,1.42815104777871,5.29231722428748,58.7814560845172,0,100,63.423432477213,4.25671181541334,29.7312629175091,2.58872502284325,17.7068299421668,9.523100184,4,3,3,3,3,4,3,3,3,4,24.668813440672,91.94926708,6.085865184,15.40248634,16.96532505,6.320824252,2.852401033,4.878333519,38.81308821,3.316172758,5.278990477,15.34125457,5.369808145,2.94919454770756,0.4914,24.9194547707559,30.67241741,80.57985687,2.348796242,2.553812477,0,0,0,0.198938992,0.73,182.11,0.3,0.1,2.49,1.46,8.27,3.39,5.08,1.91,0.9,1,15.1,21.1,NA,19.2,4.1,15.7
330250,"Teaching","Rural","Nonprofit","Medium",3297.01596737511,0.252500281,7.524845909,2760.531965,32.15187275,98.89112497,1.52510509345794,8.58884548026404,56.3770476099243,0,88.6325018690954,62.4724032431457,10.1011154043507,26.4799477121863,0.946533640317217,21.2142420202337,6.150667514,3,3,3,2,3,3,3,4,2,3,56.4370104438642,89.25637823,12.87781948,22.81272455,23.94583899,11.95181117,0.257674876,4.947345213,45.35843372,6.02309313,9.54190344,5.671826018,7.898435658,9.52445103058063,0.285,45.9652431631416,42.1713792,72.51363846,0.920386562,1.922404754,27.27272727,0,0,0.707664001,0.91,211.28,0.19,0.11,2.75,1.56,NA,3.3,5.07,1.81,1.15,1.04,14.5,20.5,14.4,19.3,4.2,15.6
330259,"Teaching","Urban","Nonprofit","Medium",3398.83885326908,2.611741263,16.13444301,2841.488565,122.1143944,25.27769955,1.49815947105075,5.27964639931005,38.023548815687,0,100,66.8186115423398,2.6160748310714,25.2634679178981,5.30184570869076,18.1642708375873,12.29301617,3,2,2,2,2,3,3,3,3,3,43.4337873822204,87.56400224,8.087143218,20.59054533,24.31344016,7.128486209,8.242589294,5.582567276,37.46024061,4.859422523,11.29769979,23.2488222,3.323359913,5.21776627856835,0.3928,31.9857697283312,32.89594594,73.97193853,1.058761249,0.265957447,21.73913043,0,0.044431609,0.169590077,1.46,NA,0.25,0.1,2.42,1.99,11.25,4.54,6.2,1.93,0.88,1.39,15,19.9,13.4,19,3.9,17.5
330261,"Teaching","Urban","Nonprofit","Small",4799.80517565031,0.752458379,3.598292508,5932.485212,121.2763388,137.3175813,1.5777726037196,5.94642002870356,55.8315372314538,0,99.9906603156813,66.4498731974744,4.53737776707822,27.7338968435024,1.27897956766134,21.0533386967015,11.50338558,3,3,3,2,3,4,3,3,2,3,42.8421123173837,89.42811051,7.579410642,24.1129124,26.03657653,5.856991796,6.121966308,5.471382034,37.94475348,3.119011338,8.681136331,21.98219369,3.791008195,3.84308722691756,0.3126,41.5563705948015,31.32074902,77.87041886,0.883392226,1.314924392,0,58.82352941,0.086926287,0.246472364,0.34,163.9,0.21,0.08,2.49,1.89,7.38,3.27,5.7,2.4,1.11,0.9,14.1,19.7,NA,19.1,4,17.1
330264,"Teaching","Rural","Nonprofit","Medium",2542.70875399361,2.080499598,10.12588539,1926.477868,3.099435688,66.10851276,1.52675358432182,5.27113506231054,56.9224217474626,0,92.9973316042794,69.9647575661608,8.13594051553563,21.8993019183036,0,15.7376357827476,14.71675652,2,2,2,1,2,3,2,3,1,2,53.1295127006314,89.0563717,10.51634584,25.21829388,27.03449544,7.333755679,4.259126935,5.6933107,39.40718057,6.126447518,9.154607728,16.36382294,5.897240799,4.08667340294151,0.342,36.8361962501403,37.6487786,69.05606361,0.12733987,0.851909698,0,0,0.077106947,0.412303125,1.11,162.08,0.21,0.09,2.14,1.49,10.39,4.18,5.24,1.84,0.87,1.18,16.4,21.8,14.5,20.9,4.4,18.2
330265,"Non Teaching","Urban","Nonprofit","Small",3410.40435309887,1.858762825,0.359609608,2776.1315,11.28522312,21.63197817,1.53238518518519,7.43216318785579,53.1435687600071,4.77370112479914,91.336368505624,65.7258177931539,9.57584451382443,24.6861493169822,0.0121883760395278,13.6157528563222,6.36585971,3,4,4,4,3,4,3,2,2,3,44.7900672734468,90.559606,11.09317752,19.21126833,20.06259979,11.27675613,0.838082818,3.802693473,39.4020299,5.733590587,8.189263924,4.540281243,8.035937088,2.32447817836812,0.4234,22.9601518026565,40.53429245,70.28973797,3.443526171,1.308900524,250,0,0,0.483993639,0.42,NA,0.24,0.09,2.7,1.55,7.4,3.92,5.17,NA,1.08,0.92,14.4,21.1,NA,NA,NA,17.2
330267,"Non Teaching","Urban","Nonprofit","Small",3565.95690654602,2.317807807,9.233612232,3123.634444,NA,38.71986936,1.45974010095345,4.86183667858125,67.8189212328767,0,100,67.9085830313615,5.9054304311694,26.1859865374691,0,20.1091191856355,6.25349236,3,3,4,3,3,4,3,4,3,4,32.8271949625757,91.51599106,6.594711765,19.10337545,21.09830038,6.593905171,4.277259113,6.425232427,37.01499765,3.5652035,7.614247541,24.03927299,4.589109629,2.11712950233709,0.1862,37.008523508386,32.00960731,77.90468306,1.254180602,1.466813348,0,0,0.061221991,0.377578691,1.79,NA,0.22,0.09,2.57,1.51,10.89,3.33,5.36,1.91,1.54,1.37,12.3,17.7,13.3,18.6,4.2,15.1
330273,"Teaching","Urban","Nonprofit","Small",5528.70819475855,1.129003792,7.112158241,3494.832111,62.57523709,77.9451757,1.57604275534442,5.37504469074008,43.2936548309425,0,79.0459031803227,67.4102334893305,4.03430768242023,25.9613493264469,2.59410950180244,34.1539843022482,11.81529347,2,2,2,2,3,3,2,2,2,3,19.9818801578759,92.41168769,6.182582731,15.32593441,16.65683013,5.504229891,2.324303399,4.903790863,39.99529249,2.583748338,5.205680064,22.5374059,4.872008059,2.93171254915981,0.1463,52.627815516625,31.05707974,80.13611007,0,0,20.40816327,13.33333333,0.12266176,0.320348539,0.23,NA,0.23,0.09,2.31,1.53,12.32,4.83,5.61,1.91,0.95,1.06,14.9,21.1,NA,20.4,4.8,18
330276,"Non Teaching","Rural","Nonprofit","Small",6647.98379568472,0.333217517,10.49753915,6629.522385,150.0579457,123.5957851,1.58715694444444,5.00440722785368,42.2590723383802,0,81.5286624203822,43.4329006179185,12.1082335898434,9.62418767447144,34.8346781177667,39.1507705856451,19.88228593,3,4,2,3,3,3,3,3,2,3,64.0129944582457,86.15200399,16.3854942,25.17895224,25.89377191,13.8654395,0.296697064,5.362905291,45.43263163,7.795598927,12.15451373,9.116031919,8.02343089,2.33583076245042,0.387,26.1789334508594,52.87775747,59.20613748,1.718213058,0,166.6666667,0,0,0,1.47,NA,0.28,0.09,2.48,1.57,8.54,3.48,5.23,NA,1.08,1.22,14.1,19.3,NA,19.4,NA,15.6
